CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SeniorCitizen,SupportCalls,StreamingService,PaperlessBilling,Churn
CUST02459,65.0,Female,4,118.42,6932.5,One year,Fiber optic,Bank transfer,Yes,1,Yes,Yes,Yes
CUST02460,69.0,Male,1,103.18,1362.0,Month-to-month,Fiber optic,Electronic check,Yes,1,Yes,No,No
CUST02461,63.0,Male,0,66.98,161.71,Two year,Fiber optic,Mailed check,Yes,2,Yes,Yes,Yes
CUST02462,44.0,Male,8,75.46,7731.41,Two year,DSL,Mailed check,No,2,No,Yes,No
CUST02463,46.0,Female,0,104.32,633.28,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,No
CUST02464,64.0,Female,3,68.1,3050.36,Month-to-month,DSL,Credit card,Yes,1,No,No,No
CUST02465,45.0,Male,1,40.6,567.87,Month-to-month,Fiber optic,Mailed check,No,2,No,Yes,Yes
CUST02466,52.0,Male,10,102.84,13173.13,One year,DSL,Bank transfer,No,2,Yes,Yes,No
CUST02467,25.0,Female,3,73.78,3230.09,Month-to-month,Fiber optic,Electronic check,No,2,No,Yes,No
CUST02468,33.0,Female,7,35.3,3091.21,One year,Fiber optic,Mailed check,No,5,Yes,No,No
CUST02469,59.0,Female,7,70.56,6418.58,Month-to-month,Fiber optic,Bank transfer,No,4,Yes,Yes,Yes
CUST02470,53.0,Female,10,61.32,7569.6,Month-to-month,Fiber optic,Credit card,No,4,Yes,No,No
CUST02471,47.0,Male,8,107.68,10618.99,Month-to-month,DSL,Mailed check,No,0,Yes,Yes,No
CUST02472,35.0,Male,10,32.61,4151.4,Month-to-month,DSL,Mailed check,No,1,Yes,Yes,No
CUST02473,19.0,Male,4,107.52,6424.56,One year,Fiber optic,Electronic check,No,2,Yes,Yes,No
CUST02474,66.0,Female,6,71.22,5384.68,Month-to-month,No,Bank transfer,Yes,0,Yes,No,No
CUST02475,30.0,Female,2,60.44,1747.24,Two year,Fiber optic,Credit card,No,2,Yes,No,No
CUST02476,21.0,Male,9,36.2,4047.97,One year,Fiber optic,Electronic check,No,2,No,No,No
CUST02477,43.0,Female,3,90.08,3596.99,Month-to-month,No,Electronic check,No,2,Yes,Yes,No
CUST02478,42.0,Male,9,112.68,12783.11,Month-to-month,No,Electronic check,No,2,No,Yes,No
CUST02479,47.0,Female,8,57.54,6025.61,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,No
CUST02480,28.0,Male,9,,4832.29,One year,Fiber optic,Bank transfer,No,0,No,No,No
CUST02481,24.0,Male,9,75.49,9023.2,Month-to-month,No,Mailed check,No,4,Yes,No,No
CUST02482,48.0,Male,0,99.62,150.33,Month-to-month,No,Bank transfer,No,9,No,No,No
CUST02483,61.0,Male,1,20.38,462.5,Month-to-month,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02484,27.0,Female,4,83.14,4891.8,Month-to-month,Fiber optic,Bank transfer,No,0,No,No,Yes
CUST02485,56.0,Male,2,79.65,2450.78,Two year,Fiber optic,Credit card,No,4,No,Yes,No
CUST02486,30.0,Male,1,51.82,751.75,Two year,Fiber optic,Mailed check,No,0,Yes,Yes,No
CUST02487,48.0,Male,0,65.14,470.09,Month-to-month,No,Electronic check,No,2,No,Yes,No
CUST02488,24.0,Male,9,44.7,5181.4,One year,Fiber optic,Mailed check,No,1,No,Yes,No
CUST02489,66.0,Female,2,98.99,3408.76,Two year,DSL,Bank transfer,Yes,5,Yes,Yes,No
CUST02490,59.0,Male,0,83.45,589.14,Month-to-month,DSL,Mailed check,No,1,No,No,Yes
CUST02491,59.0,Male,0,73.27,404.29,One year,No,Mailed check,No,1,Yes,No,No
CUST02492,53.0,Female,0,59.25,605.61,Month-to-month,Fiber optic,Bank transfer,No,4,Yes,Yes,No
CUST02493,37.0,Male,7,49.14,4707.14,One year,Fiber optic,Mailed check,No,3,No,No,Yes
CUST02494,21.0,Male,2,102.27,3282.47,One year,DSL,Bank transfer,No,2,Yes,Yes,Yes
CUST02495,24.0,Male,10,65.14,8508.47,Two year,Fiber optic,Electronic check,No,2,Yes,Yes,No
CUST02496,18.0,Male,0,70.14,532.09,Month-to-month,DSL,Mailed check,No,0,Yes,No,Yes
CUST02497,61.0,Female,6,72.08,5808.76,One year,Fiber optic,Credit card,Yes,3,No,Yes,No
CUST02498,62.0,Female,9,64.84,7558.39,Month-to-month,Fiber optic,Credit card,Yes,0,No,No,No
CUST02499,59.0,Female,2,45.61,1493.85,Month-to-month,Fiber optic,Electronic check,No,2,No,Yes,No
CUST02500,64.0,Female,7,32.03,2835.65,Two year,No,Bank transfer,Yes,0,No,No,Yes
CUST02501,30.0,Female,3,29.85,1293.47,One year,DSL,Bank transfer,No,0,No,Yes,Yes
CUST02502,39.0,Female,3,95.75,4168.52,Month-to-month,DSL,Mailed check,No,1,Yes,Yes,No
CUST02503,38.0,Male,4,42.35,2221.93,One year,DSL,Mailed check,No,2,Yes,No,No
CUST02504,39.0,Male,5,25.57,1658.17,Month-to-month,DSL,Credit card,No,3,No,Yes,No
CUST02505,45.0,Male,6,99.75,8118.13,Month-to-month,DSL,Credit card,No,1,No,Yes,No
CUST02506,26.0,Male,3,35.41,1537.15,One year,Fiber optic,Bank transfer,No,1,Yes,No,No
CUST02507,43.0,Female,7,82.51,7148.78,One year,Fiber optic,Credit card,No,1,Yes,No,No
CUST02508,26.0,Male,5,53.86,3781.73,Month-to-month,No,Bank transfer,No,0,Yes,No,Yes
CUST02509,32.0,Male,0,32.65,349.82,One year,DSL,Electronic check,No,1,No,Yes,No
CUST02510,27.0,Female,0,61.45,376.54,Month-to-month,Fiber optic,Electronic check,No,1,Yes,Yes,Yes
CUST02511,41.0,Male,8,21.48,2132.92,Month-to-month,No,Credit card,No,1,No,No,No
CUST02512,59.0,Male,9,104.1,12432.0,Month-to-month,DSL,Mailed check,No,3,No,Yes,No
CUST02513,25.0,Female,5,71.35,5044.8,Two year,Fiber optic,Credit card,No,1,Yes,No,No
CUST02514,41.0,Male,9,33.92,3788.46,Two year,Fiber optic,Credit card,No,1,Yes,No,No
CUST02515,33.0,Male,7,43.7,3760.45,Month-to-month,Fiber optic,Credit card,No,2,No,Yes,No
CUST02516,66.0,Female,6,64.8,5044.5,Month-to-month,Fiber optic,Mailed check,Yes,1,No,Yes,No
CUST02517,43.0,Male,5,,2661.65,One year,DSL,Credit card,No,4,Yes,Yes,No
CUST02518,44.0,Male,3,46.86,1824.23,One year,Fiber optic,Mailed check,No,1,Yes,No,No
CUST02519,54.0,Male,6,73.44,5775.71,Month-to-month,Fiber optic,Credit card,No,4,No,Yes,No
CUST02520,21.0,Male,8,103.26,10499.43,Month-to-month,DSL,Mailed check,No,5,Yes,Yes,Yes
CUST02521,67.0,Male,10,60.18,7871.31,Two year,No,Mailed check,Yes,3,No,No,No
CUST02522,41.0,Female,9,91.7,10428.6,One year,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST02523,36.0,Male,9,107.67,12368.22,Month-to-month,Fiber optic,Mailed check,No,3,Yes,No,No
CUST02524,53.0,Male,6,41.63,3476.44,One year,No,Mailed check,No,1,No,Yes,No
CUST02525,56.0,Male,0,100.72,432.75,Month-to-month,Fiber optic,Electronic check,No,4,Yes,No,No
CUST02526,27.0,Female,9,95.74,10740.01,Month-to-month,DSL,Bank transfer,No,1,Yes,Yes,No
CUST02527,42.0,Female,8,55.69,5891.75,Two year,Fiber optic,Bank transfer,No,4,No,Yes,No
CUST02528,35.0,Female,3,118.95,4764.3,Month-to-month,Fiber optic,Mailed check,No,2,No,No,Yes
CUST02529,36.0,Male,2,46.26,1579.8,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,Yes
CUST02530,53.0,Male,3,45.48,1730.55,Month-to-month,No,Mailed check,No,3,No,Yes,No
CUST02531,27.0,Male,3,97.23,3716.51,Two year,DSL,Credit card,No,3,Yes,Yes,No
CUST02532,50.0,Male,9,63.47,7547.51,One year,DSL,Electronic check,No,1,No,No,No
CUST02533,67.0,Male,10,53.08,6738.45,Month-to-month,Fiber optic,Credit card,Yes,3,No,Yes,No
CUST02534,22.0,Female,1,37.87,791.75,One year,Fiber optic,Credit card,No,4,No,No,Yes
CUST02535,64.0,Male,0,96.53,335.75,Month-to-month,DSL,Mailed check,Yes,0,Yes,Yes,Yes
CUST02536,66.0,Male,9,98.63,10931.07,Month-to-month,No,Credit card,Yes,3,Yes,No,No
CUST02537,52.0,Female,0,76.66,780.74,One year,DSL,Electronic check,No,0,Yes,No,No
CUST02538,61.0,Female,7,115.73,10293.59,Month-to-month,DSL,Credit card,Yes,3,No,Yes,No
CUST02539,51.0,Female,1,51.82,933.04,Two year,No,Electronic check,No,3,No,No,No
CUST02540,50.0,Female,9,41.96,4586.55,One year,Fiber optic,Electronic check,No,0,Yes,No,No
CUST02541,38.0,Female,4,87.75,4672.22,Month-to-month,No,Mailed check,No,1,Yes,No,No
CUST02542,34.0,Male,3,95.84,4358.31,One year,DSL,Electronic check,No,3,No,Yes,Yes
CUST02543,39.0,Male,7,42.49,3995.51,Month-to-month,DSL,Credit card,No,0,Yes,No,No
CUST02544,,Male,1,27.66,572.18,One year,Fiber optic,Mailed check,Yes,4,Yes,No,No
CUST02545,54.0,Male,9,101.05,11783.84,Month-to-month,No,Electronic check,No,0,Yes,Yes,No
CUST02546,32.0,Male,8,117.65,12067.2,Month-to-month,Fiber optic,Electronic check,No,0,No,No,No
CUST02547,52.0,Female,6,84.47,6666.51,One year,DSL,Bank transfer,No,3,Yes,Yes,No
CUST02548,45.0,Male,6,47.79,3879.06,Two year,Fiber optic,Mailed check,No,1,No,No,Yes
CUST02549,24.0,Male,0,119.67,445.21,Month-to-month,DSL,Bank transfer,No,0,Yes,Yes,Yes
CUST02550,49.0,Female,1,109.33,1699.72,Month-to-month,No,Electronic check,No,1,Yes,Yes,Yes
CUST02551,28.0,Female,3,71.34,3385.02,Month-to-month,DSL,Bank transfer,No,2,No,No,Yes
CUST02552,27.0,Male,3,102.53,3824.84,Month-to-month,No,Credit card,No,1,No,No,No
CUST02553,26.0,Male,10,101.58,12447.02,Month-to-month,Fiber optic,Credit card,No,1,No,No,No
CUST02554,31.0,Female,2,113.48,3548.93,One year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02555,30.0,Male,6,104.09,8443.38,Month-to-month,Fiber optic,Bank transfer,No,5,Yes,Yes,Yes
CUST02556,42.0,Female,7,84.37,7670.65,Two year,DSL,Bank transfer,No,3,Yes,Yes,No
CUST02557,19.0,Male,1,80.93,1368.18,Month-to-month,No,Mailed check,No,2,Yes,Yes,No
CUST02558,52.0,Female,3,66.74,3187.35,Two year,DSL,Credit card,No,2,Yes,No,Yes
CUST02559,24.0,Female,2,82.65,2706.16,Month-to-month,Fiber optic,Credit card,No,4,Yes,Yes,No
CUST02560,38.0,Female,1,99.52,2203.9,Two year,Fiber optic,Mailed check,No,2,No,Yes,No
CUST02561,35.0,Male,5,116.9,7182.65,Month-to-month,No,Credit card,No,0,No,No,No
CUST02562,20.0,Female,3,66.73,2642.18,One year,DSL,Bank transfer,No,2,Yes,Yes,No
CUST02563,59.0,Female,5,77.37,5038.02,Month-to-month,Fiber optic,Bank transfer,No,2,No,No,No
CUST02564,56.0,Male,1,64.48,967.76,Month-to-month,Fiber optic,Credit card,No,3,No,No,Yes
CUST02565,58.0,Male,3,86.85,3283.09,Month-to-month,DSL,Mailed check,No,4,Yes,No,No
CUST02566,66.0,Male,10,82.99,10247.27,Month-to-month,DSL,Electronic check,Yes,5,No,No,Yes
CUST02567,28.0,Female,5,21.78,1456.43,One year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02568,56.0,Female,4,74.12,4199.14,One year,DSL,Electronic check,No,0,No,No,No
CUST02569,41.0,Female,2,28.85,966.89,One year,Fiber optic,Electronic check,No,3,Yes,No,Yes
CUST02570,63.0,Male,7,22.64,1935.09,Month-to-month,Fiber optic,Bank transfer,Yes,1,No,Yes,No
CUST02571,36.0,Male,6,99.12,7702.4,Month-to-month,No,Electronic check,No,1,No,Yes,No
CUST02572,21.0,Female,2,45.86,1208.15,Two year,Fiber optic,Bank transfer,No,0,Yes,Yes,No
CUST02573,43.0,Male,5,54.07,3554.74,One year,Fiber optic,Bank transfer,No,3,Yes,Yes,No
CUST02574,55.0,Male,3,26.41,1103.24,Month-to-month,DSL,Electronic check,No,0,No,No,No
CUST02575,59.0,Female,10,37.95,4799.93,One year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02576,49.0,Female,4,96.56,5679.77,Two year,No,Electronic check,No,2,No,Yes,No
CUST02577,56.0,Male,10,69.35,9005.52,Two year,DSL,Credit card,No,0,Yes,No,No
CUST02578,62.0,Female,4,108.07,6052.34,Month-to-month,Fiber optic,Credit card,Yes,3,No,No,Yes
CUST02579,63.0,Male,6,59.72,4941.2,Two year,Fiber optic,Mailed check,Yes,3,No,No,No
CUST02580,53.0,Male,10,46.87,6021.07,Month-to-month,Fiber optic,Bank transfer,No,6,Yes,Yes,Yes
CUST02581,57.0,Female,4,54.76,3176.49,One year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02582,54.0,Female,10,91.28,11610.96,Month-to-month,DSL,Credit card,No,3,No,No,No
CUST02583,50.0,Male,2,75.5,2323.69,One year,Fiber optic,Mailed check,No,4,Yes,Yes,No
CUST02584,53.0,Male,9,110.42,12915.28,One year,DSL,Bank transfer,No,5,No,Yes,No
CUST02585,20.0,Female,4,80.22,3948.15,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,No
CUST02586,26.0,Male,6,69.3,5585.17,Month-to-month,Fiber optic,Bank transfer,No,5,Yes,No,Yes
CUST02587,25.0,Male,4,98.58,5843.79,One year,No,Credit card,No,1,Yes,Yes,Yes
CUST02588,50.0,Male,4,114.75,6523.92,Month-to-month,DSL,Electronic check,No,1,Yes,Yes,No
CUST02589,23.0,Male,8,55.58,5413.75,Month-to-month,Fiber optic,Electronic check,No,3,No,No,No
CUST02590,58.0,Male,2,44.99,1311.76,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,No
CUST02591,56.0,Female,5,81.62,5705.68,One year,DSL,Bank transfer,No,1,No,No,No
CUST02592,21.0,Male,0,69.89,806.86,Two year,Fiber optic,Mailed check,No,1,No,No,No
CUST02593,30.0,Male,9,118.92,13446.5,One year,DSL,Mailed check,No,3,No,Yes,No
CUST02594,66.0,Female,4,66.24,3858.69,Month-to-month,DSL,Bank transfer,Yes,1,Yes,Yes,No
CUST02595,19.0,Female,7,27.43,2592.19,Month-to-month,DSL,Mailed check,No,2,No,Yes,No
CUST02596,22.0,Female,4,117.74,5928.93,Month-to-month,DSL,Credit card,No,3,No,Yes,No
CUST02597,61.0,Male,8,104.36,11093.85,Two year,No,Bank transfer,Yes,3,Yes,Yes,No
CUST02598,44.0,Male,10,37.83,4712.36,Month-to-month,DSL,Mailed check,No,0,Yes,Yes,No
CUST02599,49.0,Female,5,110.46,7458.88,Month-to-month,No,Bank transfer,No,4,No,No,Yes
CUST02600,38.0,Female,7,54.07,4916.51,One year,Fiber optic,Electronic check,No,3,Yes,Yes,Yes
CUST02601,25.0,Female,9,57.71,6711.3,Two year,Fiber optic,Credit card,No,0,No,Yes,No
CUST02602,55.0,Female,7,110.64,10305.58,Month-to-month,Fiber optic,Bank transfer,No,0,No,No,No
CUST02603,25.0,Female,2,73.01,2179.33,Month-to-month,No,Electronic check,No,2,No,Yes,No
CUST02604,67.0,Male,6,33.78,2796.02,One year,Fiber optic,Bank transfer,Yes,1,No,No,No
CUST02605,20.0,Female,6,56.91,4661.18,One year,No,Electronic check,No,1,Yes,Yes,No
CUST02606,61.0,Male,9,92.21,10847.55,Month-to-month,Fiber optic,Mailed check,Yes,2,No,No,No
CUST02607,20.0,Male,5,37.42,2471.24,One year,DSL,Electronic check,No,2,Yes,Yes,Yes
CUST02608,39.0,Female,6,79.02,5801.12,Month-to-month,No,Credit card,No,0,Yes,Yes,Yes
CUST02609,23.0,Female,1,89.53,1648.68,Two year,No,Credit card,No,3,No,Yes,No
CUST02610,19.0,Female,8,54.39,5813.36,Month-to-month,DSL,Mailed check,No,1,No,No,No
CUST02611,40.0,Female,9,89.39,9930.78,Month-to-month,No,Bank transfer,No,2,No,No,No
CUST02612,61.0,Female,9,108.42,12989.64,One year,Fiber optic,Credit card,Yes,2,Yes,No,Yes
CUST02613,19.0,Male,0,67.21,664.34,One year,No,Mailed check,No,3,Yes,No,No
CUST02614,55.0,Female,0,58.29,513.43,One year,No,Credit card,No,3,Yes,No,No
CUST02615,34.0,Female,2,45.12,1464.09,One year,No,Mailed check,No,0,No,Yes,No
CUST02616,52.0,Male,2,80.42,2529.79,Month-to-month,No,Credit card,No,0,No,No,No
CUST02617,51.0,Female,0,107.99,964.07,Month-to-month,DSL,Mailed check,No,1,No,Yes,No
CUST02618,40.0,Female,6,52.47,4073.82,Month-to-month,DSL,Credit card,No,2,Yes,No,No
CUST02619,47.0,Female,3,59.62,2760.3,Two year,DSL,Bank transfer,No,3,Yes,Yes,Yes
CUST02620,69.0,Male,9,60.66,7076.58,Month-to-month,DSL,Electronic check,Yes,2,No,No,No
CUST02621,25.0,Female,1,76.08,1634.49,Month-to-month,Fiber optic,Credit card,No,2,No,Yes,Yes
CUST02622,39.0,Female,9,42.84,5043.01,Month-to-month,Fiber optic,Mailed check,No,2,Yes,Yes,Yes
CUST02623,61.0,Female,4,102.22,5112.31,Two year,Fiber optic,Bank transfer,Yes,4,No,No,No
CUST02624,53.0,Female,5,49.56,3053.49,Two year,Fiber optic,Credit card,No,2,No,Yes,No
CUST02625,22.0,Male,8,90.54,9580.11,Two year,No,Mailed check,No,2,No,No,No
CUST02626,30.0,Female,3,71.32,2842.33,Month-to-month,Fiber optic,Electronic check,No,0,Yes,Yes,No
CUST02627,46.0,Male,1,78.59,1524.78,One year,Fiber optic,Mailed check,No,2,Yes,Yes,Yes
CUST02628,48.0,Female,4,37.96,2045.32,Month-to-month,DSL,Credit card,No,4,No,No,No
CUST02629,64.0,Female,2,93.5,2360.17,Month-to-month,DSL,Mailed check,Yes,1,Yes,Yes,No
CUST02630,33.0,Female,1,38.86,522.4,Month-to-month,Fiber optic,Mailed check,No,6,Yes,Yes,No
CUST02631,59.0,Male,0,31.35,316.58,Month-to-month,Fiber optic,Electronic check,No,2,No,No,No
CUST02632,47.0,Female,9,74.67,8638.16,One year,Fiber optic,Credit card,No,1,No,No,No
CUST02633,33.0,Female,1,90.93,1706.05,Two year,Fiber optic,Credit card,No,0,No,No,Yes
CUST02634,29.0,Male,5,25.0,1784.7,Month-to-month,DSL,Electronic check,No,1,No,No,No
CUST02635,34.0,Female,7,26.94,2341.2,Two year,DSL,Bank transfer,No,3,No,Yes,No
CUST02636,33.0,Female,2,100.27,2791.28,Month-to-month,Fiber optic,Mailed check,No,2,Yes,No,Yes
CUST02637,29.0,Female,10,100.9,13048.8,Month-to-month,DSL,Mailed check,No,2,Yes,No,Yes
CUST02638,25.0,Female,8,44.53,4699.14,Month-to-month,Fiber optic,Mailed check,No,1,Yes,No,No
CUST02639,37.0,Male,8,81.52,8270.52,Month-to-month,No,Credit card,No,3,Yes,Yes,No
CUST02640,20.0,Male,1,64.32,1509.0,Month-to-month,DSL,Credit card,No,2,Yes,No,No
CUST02641,33.0,Male,7,83.27,7937.36,One year,Fiber optic,Mailed check,No,0,No,Yes,Yes
CUST02642,47.0,Female,9,106.29,11600.12,One year,Fiber optic,Credit card,No,0,No,No,No
CUST02643,62.0,Female,10,27.99,3439.85,Two year,Fiber optic,Electronic check,Yes,0,No,Yes,No
CUST02644,40.0,Female,4,97.8,5674.59,Month-to-month,DSL,Electronic check,No,4,No,Yes,No
CUST02645,45.0,Female,3,69.3,2819.64,One year,No,Credit card,No,3,Yes,Yes,No
CUST02646,68.0,Male,9,76.41,8408.93,One year,DSL,Mailed check,Yes,2,No,No,No
CUST02647,57.0,Female,4,85.39,4921.45,Two year,Fiber optic,Mailed check,No,1,No,No,Yes
CUST02648,22.0,Male,3,112.26,4714.97,Month-to-month,Fiber optic,Mailed check,No,1,No,No,Yes
CUST02649,37.0,Female,7,25.67,2320.99,Two year,DSL,Mailed check,No,1,No,Yes,No
CUST02650,57.0,Female,3,22.95,896.2,One year,DSL,Credit card,No,0,No,No,No
CUST02651,61.0,Male,9,37.83,4398.49,One year,DSL,Bank transfer,Yes,2,Yes,Yes,No
CUST02652,18.0,Female,5,118.64,7956.43,Month-to-month,Fiber optic,Bank transfer,No,0,No,No,No
CUST02653,47.0,Male,1,91.51,1397.67,Month-to-month,DSL,Mailed check,No,2,Yes,No,No
CUST02654,38.0,Male,4,81.46,4296.5,Month-to-month,No,Mailed check,No,2,Yes,No,No
CUST02655,37.0,Female,5,24.7,1668.87,Month-to-month,DSL,Mailed check,No,1,No,No,Yes
CUST02656,23.0,Male,4,107.91,6385.42,Month-to-month,No,Bank transfer,No,1,Yes,No,No
CUST02657,39.0,Male,1,101.28,2342.01,Two year,No,Electronic check,No,3,Yes,Yes,No
CUST02658,35.0,Female,6,86.48,6586.92,Month-to-month,Fiber optic,Bank transfer,No,3,No,Yes,Yes
CUST02659,25.0,Male,3,53.91,2430.9,Month-to-month,Fiber optic,Credit card,No,2,Yes,No,No
CUST02660,56.0,Male,7,27.05,2530.01,Month-to-month,DSL,Bank transfer,No,3,Yes,Yes,No
CUST02661,49.0,Female,6,78.0,6387.97,Month-to-month,No,Credit card,No,1,No,No,Yes
CUST02662,50.0,Male,6,91.97,7291.23,Month-to-month,Fiber optic,Mailed check,No,3,No,No,Yes
CUST02663,33.0,Female,8,29.42,2857.14,One year,No,Credit card,No,3,No,No,No
CUST02664,29.0,Male,0,83.38,781.97,Month-to-month,Fiber optic,Mailed check,No,3,Yes,No,Yes
CUST02665,55.0,Female,9,48.64,5358.79,One year,No,Electronic check,No,1,Yes,Yes,No
CUST02666,69.0,Female,5,96.42,6005.58,Month-to-month,Fiber optic,Mailed check,Yes,1,Yes,Yes,No
CUST02667,51.0,Female,5,73.96,5004.27,Two year,No,Mailed check,No,2,Yes,Yes,No
CUST02668,31.0,Female,5,32.9,2362.84,Two year,DSL,Electronic check,No,2,No,Yes,No
CUST02669,53.0,Female,5,72.65,4625.48,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,Yes
CUST02670,50.0,Male,9,59.57,6916.31,Two year,Fiber optic,Mailed check,No,1,Yes,No,No
CUST02671,40.0,Female,6,38.04,2903.98,Month-to-month,Fiber optic,Mailed check,No,2,Yes,No,No
CUST02672,67.0,Female,9,104.15,12381.98,Month-to-month,Fiber optic,Bank transfer,Yes,2,Yes,Yes,No
CUST02673,62.0,Male,5,21.1,1424.86,Month-to-month,Fiber optic,Credit card,Yes,2,Yes,Yes,No
CUST02674,19.0,Female,0,51.21,168.08,Month-to-month,DSL,Mailed check,No,1,No,No,Yes
CUST02675,58.0,Male,2,21.26,592.8,Two year,Fiber optic,Bank transfer,No,4,Yes,No,No
CUST02676,38.0,Male,1,29.6,525.62,Month-to-month,Fiber optic,Mailed check,No,3,No,No,Yes
CUST02677,19.0,Female,5,49.71,3099.04,Month-to-month,DSL,Credit card,No,0,No,Yes,No
CUST02678,44.0,Male,7,25.43,2183.57,Month-to-month,Fiber optic,Mailed check,No,2,No,No,No
CUST02679,26.0,Male,2,79.66,2587.41,One year,DSL,Credit card,No,1,Yes,Yes,No
CUST02680,18.0,Male,9,28.69,3255.71,Two year,DSL,Bank transfer,No,2,No,No,No
CUST02681,28.0,Female,7,90.17,8384.77,One year,Fiber optic,Bank transfer,No,2,No,No,No
CUST02682,20.0,Male,7,25.26,2177.68,Month-to-month,No,Mailed check,No,1,Yes,Yes,No
CUST02683,69.0,Female,4,25.93,1444.52,Month-to-month,Fiber optic,Electronic check,Yes,1,Yes,No,No
CUST02684,40.0,Female,7,50.53,4541.45,Month-to-month,No,Credit card,No,3,No,No,No
CUST02685,43.0,Male,5,109.66,6759.22,Month-to-month,Fiber optic,Mailed check,No,5,Yes,No,No
CUST02686,21.0,Female,4,84.14,4627.1,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,No
CUST02687,35.0,Male,8,97.01,9498.33,Month-to-month,DSL,Mailed check,No,1,Yes,Yes,No
CUST02688,23.0,Male,6,34.16,2804.7,Two year,No,Credit card,No,1,Yes,No,Yes
CUST02689,52.0,Female,7,103.41,9508.71,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,No
CUST02690,39.0,Female,0,20.81,148.31,Two year,Fiber optic,Credit card,No,0,No,No,No
CUST02691,60.0,Female,10,41.31,5059.16,Two year,DSL,Bank transfer,Yes,1,Yes,Yes,No
CUST02692,32.0,Male,1,81.61,1318.98,Two year,No,Electronic check,No,2,No,Yes,No
CUST02693,39.0,Male,7,57.52,5201.05,Month-to-month,Fiber optic,Electronic check,No,3,No,Yes,No
CUST02694,54.0,Male,8,,12311.67,Two year,No,Bank transfer,No,2,No,No,No
CUST02695,69.0,Female,3,23.03,898.53,One year,DSL,Bank transfer,Yes,3,No,Yes,No
CUST02696,59.0,Male,9,119.86,13076.43,One year,DSL,Mailed check,No,3,Yes,Yes,No
CUST02697,29.0,Male,10,82.36,10277.9,Month-to-month,DSL,Bank transfer,No,0,Yes,Yes,No
CUST02698,64.0,Male,9,75.87,8672.82,Month-to-month,Fiber optic,Bank transfer,Yes,1,Yes,No,No
CUST02699,66.0,Male,8,25.95,2569.8,Two year,No,Credit card,Yes,0,No,No,No
CUST02700,59.0,Female,3,47.33,2007.45,Month-to-month,Fiber optic,Mailed check,No,2,Yes,No,No
CUST02701,55.0,Male,9,112.47,12677.99,Month-to-month,DSL,Credit card,No,4,Yes,No,No
CUST02702,35.0,Female,9,55.42,6318.21,Month-to-month,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST02703,62.0,Male,9,86.17,9721.87,Two year,Fiber optic,Mailed check,Yes,2,No,No,No
CUST02704,52.0,Male,8,119.95,12464.38,Month-to-month,DSL,Electronic check,No,2,No,No,No
CUST02705,47.0,Male,10,46.31,5625.36,Two year,No,Electronic check,No,2,No,No,No
CUST02706,41.0,Female,6,77.61,5811.43,Month-to-month,DSL,Bank transfer,No,1,No,No,No
CUST02707,59.0,Female,1,89.64,1592.03,Month-to-month,Fiber optic,Mailed check,No,2,No,No,Yes
CUST02708,47.0,Female,8,36.46,3679.52,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,No,No
CUST02709,31.0,Male,3,34.87,1440.41,One year,DSL,Credit card,No,4,Yes,Yes,No
CUST02710,23.0,Male,7,65.63,6158.81,Month-to-month,Fiber optic,Bank transfer,No,1,No,No,No
CUST02711,20.0,Female,6,58.58,4847.47,Month-to-month,Fiber optic,Credit card,No,5,Yes,Yes,Yes
CUST02712,33.0,Male,6,91.42,6923.73,Month-to-month,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02713,24.0,Male,7,26.95,2538.7,Month-to-month,Fiber optic,Electronic check,No,1,Yes,No,No
CUST02714,69.0,Female,0,117.22,708.79,One year,DSL,Credit card,Yes,6,Yes,Yes,Yes
CUST02715,31.0,Male,4,21.43,1114.62,Month-to-month,No,Credit card,No,1,No,Yes,No
CUST02716,26.0,Male,1,80.13,1910.3,Month-to-month,Fiber optic,Credit card,No,2,Yes,Yes,No
CUST02717,32.0,Male,1,76.26,1683.27,Month-to-month,Fiber optic,Bank transfer,No,1,No,Yes,Yes
CUST02718,38.0,Female,0,33.47,399.52,Month-to-month,Fiber optic,Credit card,No,4,No,No,No
CUST02719,52.0,Male,4,35.09,1784.33,Two year,DSL,Mailed check,No,4,No,Yes,No
