CustomerID,Gender,TenureMonths,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,InternetService,SeniorCitizen,Churn
TEL-1634,Female,36,One year,Electronic check,29.85,100.5,Yes,Fiber optic,0,No
TEL-1635,Female,1,Two year,Electronic check,56.95,,Yes,DSL,0,Yes
TEL-1636,Male,60,Month-to-month,Mailed check,105.0,500.0,No,No,0,Yes
TEL-1637,Male,12,One year,Credit card,29.85,1200.0,No internet,Fiber optic,0,No
TEL-1638,Female,12,Month-to-month,Electronic check,29.85,1200.0,Yes,DSL,0,No
TEL-1639,Female,24,Two year,Credit card,29.85,4500.0,Yes,Fiber optic,0,No
TEL-1640,Female,48,Two year,Credit card,29.85,,No,Fiber optic,0,Yes
TEL-1641,Female,6,Month-to-month,Credit card,105.0,500.0,No internet,Fiber optic,0,No
TEL-1642,Female,36,One year,Mailed check,56.95,4500.0,No,Fiber optic,0,No
TEL-1643,Male,24,Month-to-month,Bank transfer,56.95,100.5,No,No,0,No
TEL-1644,Female,6,Month-to-month,Bank transfer,89.9,1200.0,No,DSL,0,No
TEL-1645,Male,60,Two year,Electronic check,29.85,1200.0,Yes,Fiber optic,0,No
TEL-1646,Male,48,Month-to-month,Credit card,56.95,1200.0,Yes,No,0,No
TEL-1647,Male,36,Month-to-month,Mailed check,56.95,100.5,No,No,0,No
TEL-1648,Female,60,Month-to-month,Credit card,56.95,4500.0,No,Fiber optic,0,No
TEL-1649,Male,60,Two year,Credit card, ,100.5,No,No,0,No
TEL-1650,Male,36,Month-to-month,Mailed check,89.9,100.5,No,DSL,0,No
TEL-1651,Female,48,Month-to-month,Bank transfer,56.95,1200.0,No,No,0,No
TEL-1652,Male,36,One year,Credit card,105.0,500.0,Yes,DSL,0,No
TEL-1653,Male,36,Two year,Credit card,29.85,4500.0,No,DSL,1,No
TEL-1654,Female,24,Month-to-month,Bank transfer,29.85,500.0,Yes,DSL,0,No
TEL-1655,Male,48,Month-to-month,Mailed check,29.85,100.5,Yes,Fiber optic,0,No
TEL-1656,Male,1,Month-to-month,Electronic check,56.95,4500.0,No,DSL,0,No
TEL-1657,Male,60,Month-to-month,Bank transfer,56.95,500.0,No internet,DSL,0,No
TEL-1658,Female,60,Month-to-month,Electronic check,89.9,100.5,No internet,DSL,0,No
TEL-1659,Female,1,One year,Electronic check,105.0,1200.0,No,DSL,0,Yes
TEL-1660,Female,48,One year,Bank transfer,56.95,500.0,Yes,Fiber optic,0,No
TEL-1661,Male,1,One year,Credit card,56.95,1200.0,Yes,Fiber optic,0,No
TEL-1662,Male,6,Month-to-month,Electronic check,29.85,500.0,No internet,DSL,0,No
TEL-1663,Female,36,Two year,Electronic check,29.85,4500.0,No,Fiber optic,0,No
TEL-1664,Male,1,Month-to-month,Mailed check,56.95,4500.0,No,No,0,No
TEL-1665,Male,48,Two year,Credit card,56.95,1200.0,No,Fiber optic,0,No
TEL-1666,Female,48,One year,Electronic check,105.0,100.5,No,DSL,0,No
TEL-1667,Female,24,Month-to-month,Mailed check,29.85,4500.0,No internet,Fiber optic,0,No
TEL-1668,Male,1,One year,Credit card,29.85,1200.0,Yes,DSL,1,No
TEL-1669,Male,6,Month-to-month,Bank transfer,56.95,1200.0,No,DSL,0,Yes
TEL-1670,Male,24,One year,Bank transfer,29.85,500.0,No internet,DSL,0,Yes
TEL-1671,Female,-1,Month-to-month,Mailed check,29.85,4500.0,Yes,No,0,No
TEL-1672,Female,24,Month-to-month,Bank transfer,89.9,1200.0,No,DSL,1,No
TEL-1673,Female,6,Two year,Electronic check,29.85,100.5,No,DSL,0,No
TEL-1674,Female,24,Month-to-month,Credit card,89.9,500.0,No internet,DSL,0,No
TEL-1675,Male,24,Two year,Electronic check,29.85,4500.0,Yes,No,0,No
TEL-1676,Female,48,Month-to-month,Electronic check,29.85,100.5,No,Fiber optic,0,No
TEL-1677,Female,1,One year,Bank transfer,56.95,,Yes,DSL,1,No
TEL-1678,Female,48,One year,Electronic check,105.0,1200.0,No,Fiber optic,0,No
TEL-1679,Female,24,Month-to-month,Bank transfer,56.95,1200.0,Yes,Fiber optic,0,No
TEL-1680,Female,-5,Month-to-month,Credit card,89.9,100.5,Yes,Fiber optic,1,No
TEL-1681,Male,6,Month-to-month,Credit card,29.85,100.5,No,DSL,0,Yes
TEL-1682,Male,24,Month-to-month,Electronic check,89.9,,No internet,No,0,No
TEL-1683,Female,60,Month-to-month,Mailed check,29.85,100.5,Yes,DSL,0,No
TEL-1684,Male,1,One year,Bank transfer,89.9,1200.0,Yes,Fiber optic,0,No
TEL-1685,Female,60,Two year,Bank transfer,56.95,500.0,No,DSL,0,No
TEL-1686,Female,36,Two year,Electronic check,105.0,100.5,No,DSL,0,No
TEL-1687,Male,1,One year,Bank transfer,56.95,100.5,No internet,DSL,0,No
TEL-1688,Male,6,One year,Bank transfer,29.85,500.0,Yes,Fiber optic,0,No
TEL-1689,Female,36,One year,Mailed check,29.85,,No,DSL,1,No
TEL-1690,Female,1,Month-to-month,Mailed check,105.0,500.0,Yes,Fiber optic,0,No
TEL-1691,Female,24,Two year,Electronic check,56.95,500.0,Yes,DSL,1,No
TEL-1692,Male,6,One year,Mailed check,89.9,500.0,No,Fiber optic,0,No
TEL-1693,Female,24,One year,Electronic check,29.85,500.0,No,No,0,No
TEL-1694,Female,1,Month-to-month,Credit card,56.95,500.0,No,Fiber optic,1,No
TEL-1695,Female,60,Month-to-month,Electronic check,29.85,4500.0,No,Fiber optic,0,No
TEL-1696,Male,-5,Month-to-month,Credit card,ErrorVal,500.0,No,Fiber optic,0,Yes
TEL-1697,Female,-5,Two year,Electronic check,89.9,500.0,No,DSL,0,No
TEL-1698,Female,36,Month-to-month,Bank transfer,105.0,100.5,No internet,No,0,No
TEL-1699,Male,1,Month-to-month,Mailed check,29.85,,Yes,DSL,0,No
TEL-1700,Female,48,Two year,Credit card,89.9,100.5,Yes,Fiber optic,1,Yes
TEL-1701,Female,1,Month-to-month,Electronic check,89.9,100.5,No,Fiber optic,0,Yes
TEL-1702,Male,1,Month-to-month,Mailed check,56.95,1200.0,No,DSL,0,No
TEL-1703,Female,6,Month-to-month,Electronic check,105.0,500.0,Yes,DSL,0,No
TEL-1704,Male,12,One year,Mailed check,105.0,500.0,No internet,Fiber optic,0,No
TEL-1705,Male,48,Two year,Mailed check,105.0,500.0,Yes,No,0,No
TEL-1706,Female,36,Month-to-month,Electronic check,89.9,1200.0,No internet,No,0,Yes
TEL-1707,Female,12,Two year,Credit card,29.85,100.5,Yes,Fiber optic,0,No
TEL-1708,Female,6,Month-to-month,Credit card,29.85,4500.0,No,Fiber optic,0,No
TEL-1709,Female,-1,Two year,Bank transfer,ErrorVal,1200.0,No internet,No,1,No
TEL-1710,Male,12,One year,Mailed check,29.85,500.0,Yes,DSL,0,Yes
TEL-1711,Female,12,Two year,Bank transfer,89.9,500.0,No internet,DSL,0,No
TEL-1712,Male,1,Month-to-month,Bank transfer,89.9,100.5,No,Fiber optic,0,No
TEL-1713,Female,48,Two year,Electronic check,89.9,1200.0,No internet,No,0,No
TEL-1714,Female,36,One year,Electronic check, ,500.0,No,No,0,Yes
TEL-1715,Female,6,Month-to-month,Electronic check,56.95,500.0,No,Fiber optic,1,Yes
TEL-1716,Male,1,Two year,Mailed check,56.95,500.0,Yes,DSL,0,No
TEL-1717,Female,36,Month-to-month,Electronic check,29.85,,No,Fiber optic,1,No
TEL-1718,Female,36,Two year,Electronic check,56.95,500.0,Yes,DSL,0,Yes
TEL-1719,Female,6,Month-to-month,Mailed check,29.85,,Yes,DSL,1,No
TEL-1720,Female,-5,One year,Mailed check,56.95,500.0,Yes,Fiber optic,0,No
TEL-1721,Male,1,Month-to-month,Credit card,105.0,100.5,No,DSL,1,Yes
TEL-1722,Female,12,Month-to-month,Electronic check,105.0,100.5,No,No,0,No
TEL-1723,Male,60,Month-to-month,Electronic check,29.85,500.0,Yes,Fiber optic,0,No
TEL-1724,Male,12,Month-to-month,Electronic check,56.95,100.5,Yes,Fiber optic,1,Yes
TEL-1725,Male,24,Month-to-month,Credit card,105.0,100.5,No,DSL,0,No
TEL-1726,Male,12,Month-to-month,Electronic check,29.85,,Yes,DSL,0,No
TEL-1727,Male,6,One year,Credit card,29.85,4500.0,Yes,DSL,0,No
TEL-1728,Male,-1,Month-to-month,Bank transfer,29.85,1200.0,Yes,No,1,No
TEL-1729,Female,12,Month-to-month,Credit card,56.95,100.5,No internet,No,0,No
TEL-1730,Male,60,One year,Bank transfer,29.85,100.5,No internet,Fiber optic,0,No
TEL-1731,Male,6,Month-to-month,Electronic check,ErrorVal,100.5,No,DSL,0,Yes
TEL-1732,Male,6,Two year,Bank transfer,56.95,1200.0,No,No,0,No
TEL-1733,Female,1,Two year,Credit card,56.95,,No,DSL,1,No
TEL-1734,Female,36,One year,Mailed check,29.85,500.0,No,DSL,0,No
TEL-1735,Male,12,One year,Bank transfer,56.95,100.5,No,Fiber optic,0,Yes
TEL-1736,Female,60,Two year,Bank transfer,89.9,500.0,No,No,1,No
TEL-1737,Male,12,Month-to-month,Electronic check,89.9,500.0,Yes,DSL,0,No
TEL-1738,Male,-5,Month-to-month,Credit card,89.9,500.0,Yes,DSL,0,No
TEL-1739,Female,1,Month-to-month,Bank transfer,56.95,1200.0,No,No,0,No
TEL-1740,Male,60,One year,Bank transfer,105.0,1200.0,No internet,DSL,0,No
TEL-1741,Female,48,Month-to-month,Bank transfer,105.0,100.5,No,DSL,0,No
TEL-1742,Female,48,One year,Bank transfer,89.9,100.5,No internet,Fiber optic,0,No
TEL-1743,Male,48,Two year,Mailed check,29.85,,No internet,No,0,No
TEL-1744,Male,48,Two year,Credit card,29.85,100.5,Yes,Fiber optic,0,No
TEL-1745,Female,24,Month-to-month,Electronic check,29.85,100.5,No,No,0,No
TEL-1746,Male,1,Month-to-month,Electronic check,89.9,100.5,No,Fiber optic,0,No
TEL-1747,Male,1,Two year,Mailed check,56.95,100.5,No internet,DSL,0,No
TEL-1748,Male,60,One year,Credit card,56.95,500.0,No internet,No,0,No
TEL-1749,Female,24,Month-to-month,Bank transfer,105.0,4500.0,No,Fiber optic,0,No
TEL-1750,Female,48,Month-to-month,Mailed check,105.0,500.0,Yes,DSL,0,No
TEL-1751,Male,12,Two year,Credit card,105.0,500.0,No,Fiber optic,0,No
TEL-1752,Female,1,One year,Bank transfer,56.95,1200.0,Yes,DSL,0,No
TEL-1753,Female,1,Two year,Mailed check,89.9,500.0,No,DSL,0,No
TEL-1754,Female,36,Two year,Credit card,29.85,4500.0,No internet,DSL,0,Yes
TEL-1755,Female,12,One year,Electronic check,29.85,4500.0,No,Fiber optic,0,Yes
TEL-1756,Female,6,Month-to-month,Electronic check,29.85,100.5,No,No,0,No
TEL-1757,Male,12,Month-to-month,Credit card,56.95,1200.0,No,Fiber optic,1,No
TEL-1758,Male,1,Month-to-month,Electronic check,56.95,500.0,No,No,1,No
TEL-1759,Male,24,Month-to-month,Credit card,105.0,,No,DSL,0,No
TEL-1760,Female,6,One year,Bank transfer,29.85,500.0,No,DSL,0,No
TEL-1761,Female,48,One year,Credit card,89.9,,No internet,DSL,0,No
TEL-1762,Male,6,Two year,Bank transfer,56.95,1200.0,No internet,DSL,0,No
TEL-1763,Female,12,Month-to-month,Mailed check,29.85,100.5,Yes,DSL,0,Yes
TEL-1764,Male,1,One year,Credit card,56.95,500.0,No internet,Fiber optic,0,No
TEL-1765,Male,1,One year,Mailed check,29.85,,No,No,0,Yes
TEL-1766,Male,12,One year,Electronic check,56.95,4500.0,Yes,No,0,Yes
TEL-1767,Female,12,One year,Bank transfer,56.95,100.5,Yes,DSL,0,No
TEL-1768,Female,24,Month-to-month,Credit card,29.85,1200.0,Yes,No,0,No
TEL-1769,Male,6,Month-to-month,Mailed check,29.85,500.0,No internet,DSL,0,No
TEL-1770,Male,36,Month-to-month,Bank transfer,56.95,100.5,No,DSL,0,No
TEL-1771,Male,60,Month-to-month,Bank transfer,105.0,500.0,No,No,0,No
TEL-1772,Male,48,Month-to-month,Electronic check,56.95,100.5,Yes,Fiber optic,0,No
TEL-1773,Female,1,One year,Electronic check,89.9,4500.0,No,DSL,0,No
TEL-1774,Female,12,Two year,Bank transfer,89.9,500.0,Yes,Fiber optic,0,Yes
TEL-1775,Male,1,One year,Bank transfer,105.0,4500.0,No,DSL,0,No
TEL-1776,Male,6,One year,Credit card,105.0,100.5,No,Fiber optic,0,Yes
TEL-1777,Female,-1,Month-to-month,Bank transfer,56.95,500.0,Yes,Fiber optic,1,No
TEL-1778,Female,1,One year,Credit card,89.9,100.5,No internet,No,1,Yes
TEL-1779,Male,12,Month-to-month,Bank transfer,105.0,100.5,Yes,DSL,0,No
TEL-1780,Male,24,Month-to-month,Electronic check,56.95,100.5,No,DSL,0,No
TEL-1781,Male,36,Month-to-month,Credit card,56.95,100.5,No,Fiber optic,0,Yes
TEL-1782,Female,24,Month-to-month,Mailed check,29.85,500.0,No,Fiber optic,1,No
TEL-1783,Female,1,Month-to-month,Electronic check,105.0,100.5,Yes,DSL,0,No
TEL-1784,Female,6,Month-to-month,Credit card,105.0,500.0,Yes,Fiber optic,1,No
TEL-1785,Male,24,Month-to-month,Credit card,29.85,500.0,No internet,No,0,No
TEL-1786,Male,1,Two year,Mailed check,56.95,4500.0,Yes,No,0,No
TEL-1787,Female,12,Month-to-month,Credit card,56.95,,No internet,No,1,Yes
TEL-1788,Female,1,Month-to-month,Bank transfer,29.85,500.0,No internet,No,0,No
TEL-1789,Male,1,Month-to-month,Mailed check, ,500.0,Yes,Fiber optic,0,No
TEL-1790,Female,12,One year,Electronic check,29.85,100.5,Yes,No,0,Yes
TEL-1791,Female,1,Month-to-month,Electronic check,29.85,,No,DSL,0,No
TEL-1792,Male,24,Month-to-month,Bank transfer,56.95,100.5,No internet,DSL,0,No
TEL-1793,Female,36,Month-to-month,Electronic check,89.9,100.5,No internet,DSL,0,No
TEL-1794,Male,48,Month-to-month,Credit card,29.85,100.5,No,Fiber optic,0,No
TEL-1795,Male,6,Month-to-month,Credit card,89.9,500.0,No,DSL,0,No
TEL-1796,Male,1,Month-to-month,Bank transfer,56.95,100.5,Yes,No,1,No
TEL-1797,Male,1,Month-to-month,Electronic check,29.85,1200.0,No internet,DSL,0,No
TEL-1798,Male,24,Month-to-month,Electronic check,29.85,100.5,No internet,DSL,0,No
TEL-1799,Male,36,Month-to-month,Bank transfer,56.95,1200.0,Yes,Fiber optic,0,No
TEL-1800,Male,1,Two year,Mailed check,29.85,100.5,Yes,DSL,0,Yes
TEL-1801,Female,60,One year,Electronic check,105.0,100.5,Yes,DSL,0,No
TEL-1802,Male,1,Month-to-month,Mailed check,105.0,,Yes,DSL,1,No
TEL-1803,Male,24,Month-to-month,Electronic check, ,100.5,No internet,Fiber optic,0,Yes
TEL-1804,Female,36,Two year,Electronic check,29.85,4500.0,No,Fiber optic,0,No
TEL-1805,Female,60,Month-to-month,Electronic check,ErrorVal,500.0,Yes,Fiber optic,0,Yes
TEL-1806,Female,36,Month-to-month,Electronic check,56.95,100.5,No,Fiber optic,0,No
TEL-1807,Male,48,One year,Credit card,56.95,,No internet,Fiber optic,1,Yes
TEL-1808,Female,6,Month-to-month,Mailed check,29.85,100.5,No,DSL,0,No
TEL-1809,Male,48,Month-to-month,Mailed check,29.85,4500.0,No,DSL,0,No
TEL-1810,Male,1,Month-to-month,Electronic check,89.9,100.5,Yes,Fiber optic,0,No
TEL-1811,Male,60,Two year,Electronic check,56.95,4500.0,No internet,DSL,0,No
TEL-1812,Male,24,Month-to-month,Mailed check,29.85,100.5,No internet,DSL,0,Yes
TEL-1813,Female,48,One year,Credit card,89.9,500.0,Yes,Fiber optic,0,No
TEL-1814,Female,12,Two year,Bank transfer,29.85,1200.0,Yes,Fiber optic,0,No
TEL-1815,Male,24,Month-to-month,Bank transfer,56.95,,Yes,DSL,0,No
TEL-1816,Male,24,Month-to-month,Mailed check,56.95,,Yes,DSL,0,No
TEL-1817,Male,36,Month-to-month,Electronic check,105.0,4500.0,No,No,1,No
TEL-1818,Female,1,Month-to-month,Electronic check,105.0,4500.0,No internet,No,1,No
TEL-1819,Male,1,Month-to-month,Credit card,56.95,100.5,No,Fiber optic,0,No
TEL-1820,Male,6,Two year,Bank transfer,56.95,100.5,No internet,Fiber optic,0,No
TEL-1821,Female,1,One year,Credit card,56.95,100.5,No,Fiber optic,0,Yes
TEL-1822,Female,60,One year,Bank transfer,105.0,500.0,No,No,0,No
TEL-1823,Male,6,Month-to-month,Mailed check,56.95,500.0,No,No,0,No
TEL-1824,Female,-1,Two year,Bank transfer,29.85,500.0,Yes,DSL,0,Yes
TEL-1825,Female,6,Two year,Credit card,29.85,100.5,No,No,1,No
TEL-1826,Male,1,Two year,Credit card,56.95,1200.0,No,DSL,1,No
TEL-1827,Female,48,Month-to-month,Credit card,56.95,100.5,Yes,DSL,0,No
TEL-1828,Male,36,One year,Mailed check,105.0,500.0,No,Fiber optic,0,No
TEL-1829,Female,12,Month-to-month,Bank transfer,29.85,500.0,No,Fiber optic,0,No
TEL-1830,Male,24,Month-to-month,Bank transfer,56.95,1200.0,No internet,No,0,No
TEL-1831,Male,36,Month-to-month,Credit card,105.0,1200.0,No,DSL,0,No
TEL-1832,Male,6,One year,Bank transfer,105.0,1200.0,No internet,Fiber optic,0,No
TEL-1833,Female,-1,One year,Electronic check,56.95,100.5,No,No,1,No
TEL-1834,Male,-5,Month-to-month,Electronic check,56.95,500.0,No,No,0,Yes
TEL-1835,Female,36,Month-to-month,Electronic check,56.95,100.5,No,DSL,0,No
TEL-1836,Male,1,Month-to-month,Bank transfer,105.0,500.0,No internet,DSL,0,No
TEL-1837,Male,36,Month-to-month,Mailed check,29.85,500.0,No,Fiber optic,0,No
TEL-1838,Female,1,Month-to-month,Mailed check,105.0,100.5,No,DSL,0,Yes
TEL-1839,Male,1,Month-to-month,Mailed check,89.9,100.5,No,No,1,No
TEL-1840,Male,6,One year,Mailed check,56.95,,No,No,0,No
TEL-1841,Female,12,Month-to-month,Electronic check,29.85,,Yes,DSL,0,Yes
TEL-1842,Male,60,Month-to-month,Electronic check,56.95,500.0,Yes,DSL,0,No
TEL-1843,Male,36,Month-to-month,Credit card,56.95,100.5,Yes,DSL,0,Yes
TEL-1844,Male,36,Two year,Bank transfer,29.85,100.5,No internet,No,1,No
TEL-1845,Male,12,One year,Bank transfer,89.9,500.0,Yes,DSL,0,Yes
TEL-1846,Female,6,One year,Mailed check,ErrorVal,,Yes,Fiber optic,1,Yes
TEL-1847,Female,12,Month-to-month,Electronic check,56.95,100.5,No,Fiber optic,0,No
TEL-1848,Male,-1,One year,Mailed check,89.9,1200.0,No,Fiber optic,0,No
TEL-1849,Female,1,Month-to-month,Credit card,29.85,100.5,No,DSL,0,No
TEL-1850,Male,60,One year,Bank transfer,56.95,,Yes,DSL,0,Yes
TEL-1851,Female,24,Two year,Bank transfer,29.85,500.0,No internet,No,0,No
TEL-1852,Male,12,One year,Mailed check,89.9,1200.0,No internet,No,0,No
TEL-1853,Male,36,Two year,Credit card,105.0,500.0,No internet,Fiber optic,0,No
TEL-1854,Male,12,One year,Bank transfer,89.9,1200.0,No,DSL,0,No
TEL-1855,Male,60,Month-to-month,Credit card,29.85,100.5,No,DSL,0,No
TEL-1856,Male,60,Two year,Credit card,56.95,100.5,Yes,Fiber optic,0,No
TEL-1857,Male,12,Month-to-month,Mailed check,56.95,,Yes,DSL,0,No
TEL-1858,Female,6,Month-to-month,Electronic check,56.95,,Yes,No,0,No
TEL-1859,Male,24,Month-to-month,Mailed check,105.0,4500.0,No,Fiber optic,0,No
TEL-1860,Female,60,Month-to-month,Electronic check,105.0,1200.0,No,DSL,0,No
TEL-1861,Male,6,Month-to-month,Credit card,89.9,4500.0,No,No,0,Yes
TEL-1862,Female,24,Month-to-month,Electronic check,56.95,100.5,Yes,No,0,Yes
TEL-1863,Female,24,Month-to-month,Credit card,29.85,500.0,No,DSL,0,No
TEL-1864,Female,36,One year,Bank transfer,29.85,500.0,No,Fiber optic,0,No
TEL-1865,Male,1,Month-to-month,Bank transfer,56.95,1200.0,No,DSL,1,No
TEL-1866,Male,36,Month-to-month,Bank transfer,56.95,500.0,No,DSL,0,No
TEL-1867,Female,60,One year,Mailed check,89.9,100.5,Yes,DSL,0,No
TEL-1868,Male,1,Month-to-month,Mailed check,89.9,500.0,No internet,Fiber optic,0,No
TEL-1869,Female,6,One year,Credit card,29.85,4500.0,No,No,0,No
TEL-1870,Male,-5,One year,Bank transfer,56.95,500.0,Yes,Fiber optic,1,Yes
TEL-1871,Female,1,Two year,Mailed check,29.85,100.5,Yes,DSL,0,No
TEL-1872,Female,60,One year,Bank transfer,29.85,100.5,No,Fiber optic,1,No
TEL-1873,Male,12,Month-to-month,Mailed check,105.0,100.5,No internet,DSL,1,No
TEL-1874,Female,6,One year,Electronic check,29.85,100.5,No,No,0,Yes
TEL-1875,Male,60,Month-to-month,Electronic check,56.95,1200.0,Yes,Fiber optic,0,No
TEL-1876,Female,12,Month-to-month,Bank transfer,29.85,1200.0,No internet,DSL,0,No
TEL-1877,Female,24,One year,Credit card,105.0,1200.0,No,DSL,0,No
TEL-1878,Male,12,Month-to-month,Mailed check,56.95,500.0,No,Fiber optic,0,No
TEL-1879,Male,24,One year,Mailed check,29.85,4500.0,No,DSL,0,No
TEL-1880,Male,1,Two year,Electronic check,56.95,100.5,Yes,Fiber optic,0,No
TEL-1881,Female,12,Two year,Electronic check,89.9,500.0,No,DSL,0,No
TEL-1882,Male,-5,Two year,Credit card,ErrorVal,4500.0,No,DSL,0,No
TEL-1883,Female,6,Month-to-month,Credit card,29.85,100.5,No internet,Fiber optic,1,No
TEL-1884,Female,36,Month-to-month,Credit card,105.0,100.5,No,No,0,Yes
TEL-1885,Male,6,One year,Bank transfer,105.0,4500.0,No,No,1,No
TEL-1886,Male,48,Month-to-month,Electronic check,105.0,500.0,No,DSL,0,No
TEL-1887,Female,1,One year,Bank transfer,89.9,1200.0,No internet,DSL,0,No
TEL-1888,Female,-5,One year,Electronic check,89.9,100.5,No internet,DSL,0,No
TEL-1889,Male,12,One year,Electronic check,56.95,1200.0,No,Fiber optic,0,No
TEL-1890,Male,6,Month-to-month,Mailed check,89.9,500.0,No,Fiber optic,0,No
TEL-1891,Male,1,Month-to-month,Electronic check,56.95,100.5,No,No,0,Yes
TEL-1892,Male,1,Month-to-month,Electronic check,89.9,1200.0,No,No,1,Yes
TEL-1893,Male,24,Month-to-month,Bank transfer,56.95,100.5,Yes,DSL,0,No
TEL-1894,Female,6,Two year,Electronic check,89.9,500.0,No,Fiber optic,0,No
TEL-1895,Female,48,Month-to-month,Bank transfer,105.0,100.5,Yes,No,1,No
TEL-1896,Female,12,Month-to-month,Credit card,29.85,100.5,No internet,No,0,No
TEL-1897,Female,6,Month-to-month,Electronic check,105.0,100.5,No,DSL,0,No
TEL-1898,Male,24,One year,Electronic check,56.95,100.5,No internet,DSL,0,No
TEL-1899,Male,36,One year,Bank transfer,105.0,,No,Fiber optic,1,Yes
TEL-1900,Male,1,Month-to-month,Credit card,56.95,100.5,No,DSL,0,No
TEL-1901,Female,1,Month-to-month,Mailed check,56.95,500.0,No,DSL,0,Yes
TEL-1902,Female,1,Month-to-month,Credit card,105.0,100.5,Yes,DSL,0,Yes
TEL-1903,Male,36,Month-to-month,Bank transfer,29.85,500.0,No,Fiber optic,1,Yes
TEL-1904,Male,36,One year,Credit card,105.0,,Yes,DSL,0,No
TEL-1905,Female,12,One year,Bank transfer,56.95,100.5,No,DSL,1,No
TEL-1906,Female,48,Month-to-month,Bank transfer,56.95,,No,DSL,0,No
TEL-1907,Male,48,Month-to-month,Mailed check,56.95,100.5,No,No,0,No
TEL-1908,Male,24,Two year,Electronic check,56.95,1200.0,Yes,No,0,No
TEL-1909,Female,60,Month-to-month,Bank transfer,56.95,500.0,Yes,Fiber optic,0,Yes
TEL-1910,Male,6,One year,Bank transfer,29.85,4500.0,No,Fiber optic,1,Yes
TEL-1911,Male,1,Month-to-month,Mailed check,29.85,500.0,No internet,No,0,Yes
TEL-1912,Male,6,Month-to-month,Bank transfer,29.85,500.0,No,DSL,0,Yes
TEL-1913,Female,1,Month-to-month,Electronic check, ,100.5,No,DSL,0,No
TEL-1914,Female,24,Month-to-month,Mailed check,ErrorVal,100.5,No,DSL,0,No
TEL-1915,Female,60,Two year,Electronic check,56.95,,Yes,DSL,0,No
TEL-1916,Female,1,Month-to-month,Electronic check,89.9,500.0,No internet,DSL,0,No
TEL-1917,Female,1,Month-to-month,Mailed check,56.95,500.0,No,No,0,Yes
TEL-1918,Female,12,Month-to-month,Bank transfer,89.9,1200.0,Yes,Fiber optic,0,No
TEL-1919,Female,60,Month-to-month,Electronic check,105.0,500.0,No,Fiber optic,0,No
TEL-1920,Male,6,Month-to-month,Electronic check,105.0,,Yes,No,0,No
TEL-1921,Male,24,Month-to-month,Electronic check,56.95,1200.0,No internet,DSL,0,No
TEL-1922,Male,1,One year,Electronic check,89.9,500.0,Yes,DSL,0,No
TEL-1923,Male,1,Month-to-month,Mailed check,29.85,4500.0,No,Fiber optic,0,Yes
TEL-1924,Male,-1,Month-to-month,Mailed check, ,100.5,Yes,Fiber optic,1,No
TEL-1925,Male,-5,Two year,Credit card,29.85,100.5,No,DSL,0,No
TEL-1926,Male,1,Month-to-month,Credit card,89.9,500.0,No,Fiber optic,1,No
TEL-1927,Female,-5,Two year,Electronic check,89.9,100.5,No,Fiber optic,1,No
TEL-1928,Female,24,Month-to-month,Bank transfer,89.9,1200.0,No,Fiber optic,0,No
TEL-1929,Male,60,Two year,Electronic check,29.85,,No internet,Fiber optic,0,Yes
TEL-1930,Male,12,One year,Bank transfer,105.0,500.0,Yes,DSL,1,No
TEL-1931,Female,24,Two year,Electronic check,29.85,500.0,No,DSL,0,No
TEL-1932,Male,12,Two year,Credit card,89.9,,Yes,Fiber optic,0,No
TEL-1933,Male,36,Month-to-month,Credit card,29.85,500.0,No internet,DSL,0,No
TEL-1934,Female,1,Two year,Bank transfer,56.95,500.0,No,No,0,No
TEL-1935,Male,1,Month-to-month,Electronic check,56.95,500.0,No,Fiber optic,0,No
TEL-1936,Female,6,Month-to-month,Bank transfer,56.95,,No,DSL,0,No
TEL-1937,Male,36,Month-to-month,Credit card,29.85,500.0,Yes,Fiber optic,0,Yes
TEL-1938,Female,6,Month-to-month,Electronic check,29.85,1200.0,Yes,Fiber optic,0,No
TEL-1939,Female,36,Month-to-month,Electronic check,56.95,4500.0,Yes,DSL,0,No
TEL-1940,Female,-5,One year,Bank transfer,89.9,500.0,No,No,0,No
TEL-1941,Male,1,Month-to-month,Mailed check,105.0,500.0,Yes,No,0,No
TEL-1942,Female,36,One year,Bank transfer,29.85,4500.0,Yes,Fiber optic,1,Yes
TEL-1943,Male,12,Two year,Credit card,56.95,500.0,No internet,DSL,0,Yes
TEL-1944,Male,60,Month-to-month,Credit card,29.85,1200.0,No internet,Fiber optic,0,No
TEL-1945,Male,1,Month-to-month,Credit card,29.85,,No,Fiber optic,0,Yes
TEL-1946,Male,36,Month-to-month,Credit card,89.9,1200.0,No,DSL,0,Yes
TEL-1947,Female,48,Month-to-month,Credit card,89.9,1200.0,Yes,DSL,0,Yes
TEL-1948,Female,60,Month-to-month,Mailed check,29.85,4500.0,No,No,1,No
TEL-1949,Male,36,Month-to-month,Electronic check,29.85,4500.0,No internet,DSL,0,No
TEL-1950,Male,12,Month-to-month,Bank transfer,29.85,500.0,Yes,Fiber optic,1,No
TEL-1951,Female,24,Two year,Bank transfer,105.0,100.5,Yes,Fiber optic,0,Yes
TEL-1952,Male,60,One year,Credit card,ErrorVal,500.0,No,Fiber optic,0,No
